Experiment Id	Sample Set Id	Sample Id	Migrated Data$EPIMS Hyb ID	Migrated Data$Chip Barcode	ASQuery_input	ASQuery_input_value	AScel_file_path	AScel_file_name
14936	199654	199550	NA	91043	chip_barcode	91043	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91043_1_1.CEL	91043_1_1.CEL
14936	199654	199551	NA	91044	chip_barcode	91044	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91044_1_1.CEL	91044_1_1.CEL
14936	199654	199552	NA	91045	chip_barcode	91045	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91045_1_1.CEL	91045_1_1.CEL
14936	199654	199553	NA	91046	chip_barcode	91046	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91046_1_1.CEL	91046_1_1.CEL
14936	199655	199554	NA	91047	chip_barcode	91047	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91047_1_1.CEL	91047_1_1.CEL
14936	199655	199555	NA	91048	chip_barcode	91048	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91048_1_1.CEL	91048_1_1.CEL
14936	199655	199556	NA	91049	chip_barcode	91049	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91049_1_1.CEL	91049_1_1.CEL
14936	199655	199557	NA	91050	chip_barcode	91050	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91050_1_1.CEL	91050_1_1.CEL
14936	199655	199558	NA	91051	chip_barcode	91051	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91051_1_1.CEL	91051_1_1.CEL
14936	199656	199559	NA	91052	chip_barcode	91052	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91052_1_1.CEL	91052_1_1.CEL
14936	199656	199560	NA	91053	chip_barcode	91053	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91053_1_1.CEL	91053_1_1.CEL
14936	199656	199561	NA	91054	chip_barcode	91054	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91054_1_1.CEL	91054_1_1.CEL
14936	199656	199562	NA	91055	chip_barcode	91055	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91055_1_1.CEL	91055_1_1.CEL
14936	199656	199563	NA	91056	chip_barcode	91056	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91056_1_1.CEL	91056_1_1.CEL
14929	198521	198392	NA	91077	chip_barcode	91077	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91077_1_1.CEL	91077_1_1.CEL
14929	198521	198393	NA	91078	chip_barcode	91078	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91078_1_1.CEL	91078_1_1.CEL
14929	198521	198394	NA	91079	chip_barcode	91079	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91079_1_1.CEL	91079_1_1.CEL
14929	198522	198395	NA	91083	chip_barcode	91083	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91083_1_1.CEL	91083_1_1.CEL
14929	198522	198396	NA	91084	chip_barcode	91084	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91084_1_1.CEL	91084_1_1.CEL
14929	198522	198397	NA	91085	chip_barcode	91085	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91085_1_1.CEL	91085_1_1.CEL
14929	198523	198398	NA	91089	chip_barcode	91089	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91089_1_1.CEL	91089_1_1.CEL
14929	198523	198399	NA	91090	chip_barcode	91090	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91090_1_1.CEL	91090_1_1.CEL
14929	198523	198400	NA	91091	chip_barcode	91091	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91091_1_1.CEL	91091_1_1.CEL
14929	198524	198401	NA	91095	chip_barcode	91095	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91095_1_1.CEL	91095_1_1.CEL
14929	198524	198402	NA	91096	chip_barcode	91096	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91096_1_1.CEL	91096_1_1.CEL
14929	198524	198403	NA	91097	chip_barcode	91097	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91097_1_1.CEL	91097_1_1.CEL
14929	198525	198404	NA	91101	chip_barcode	91101	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91101_1_1.CEL	91101_1_1.CEL
14929	198525	198405	NA	91102	chip_barcode	91102	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91102_1_1.CEL	91102_1_1.CEL
14929	198525	198406	NA	91103	chip_barcode	91103	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91103_1_1.CEL	91103_1_1.CEL
14929	198526	198407	NA	91107	chip_barcode	91107	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91107_1_1.CEL	91107_1_1.CEL
14929	198526	198408	NA	91108	chip_barcode	91108	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91108_1_1.CEL	91108_1_1.CEL
14929	198526	198409	NA	91109	chip_barcode	91109	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91109_1_1.CEL	91109_1_1.CEL
14929	198527	198410	NA	91113	chip_barcode	91113	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91113_1_1.CEL	91113_1_1.CEL
14929	198527	198411	NA	91114	chip_barcode	91114	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91114_1_1.CEL	91114_1_1.CEL
14929	198527	198412	NA	91115	chip_barcode	91115	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91115_1_1.CEL	91115_1_1.CEL
14927	198185	198047	NA	91123	chip_barcode	91123	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91123_1_1.CEL	91123_1_1.CEL
14927	198185	198048	NA	91124	chip_barcode	91124	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91124_1_1.CEL	91124_1_1.CEL
14927	198185	198049	NA	91125	chip_barcode	91125	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91125_1_1.CEL	91125_1_1.CEL
14927	198186	198050	NA	91129	chip_barcode	91129	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91129_1_1.CEL	91129_1_1.CEL
14927	198186	198051	NA	91130	chip_barcode	91130	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91130_1_1.CEL	91130_1_1.CEL
14927	198186	198052	NA	91131	chip_barcode	91131	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91131_1_1.CEL	91131_1_1.CEL
14927	198187	198053	NA	91135	chip_barcode	91135	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91135_1_1.CEL	91135_1_1.CEL
14927	198187	198054	NA	91136	chip_barcode	91136	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91136_1_1.CEL	91136_1_1.CEL
14927	198187	198055	NA	91137	chip_barcode	91137	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91137_1_1.CEL	91137_1_1.CEL
14927	198188	198056	NA	91141	chip_barcode	91141	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91141_1_1.CEL	91141_1_1.CEL
14927	198188	198057	NA	91142	chip_barcode	91142	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91142_1_1.CEL	91142_1_1.CEL
14927	198188	198058	NA	91143	chip_barcode	91143	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91143_1_1.CEL	91143_1_1.CEL
14922	197343	197205	NA	90432	chip_barcode	90432	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90432_1_1.CEL	90432_1_1.CEL
14922	197343	197206	NA	90433	chip_barcode	90433	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90433_1_1.CEL	90433_1_1.CEL
14922	197343	197207	NA	90434	chip_barcode	90434	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90434_1_1.CEL	90434_1_1.CEL
14922	197344	197208	NA	90438	chip_barcode	90438	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90438_1_1.CEL	90438_1_1.CEL
14922	197344	197209	NA	90439	chip_barcode	90439	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90439_1_1.CEL	90439_1_1.CEL
14922	197344	197210	NA	90440	chip_barcode	90440	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90440_1_1.CEL	90440_1_1.CEL
14922	197345	197211	NA	90444	chip_barcode	90444	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90444_1_1.CEL	90444_1_1.CEL
14922	197345	197212	NA	90445	chip_barcode	90445	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90445_1_1.CEL	90445_1_1.CEL
14922	197345	197213	NA	90446	chip_barcode	90446	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90446_1_1.CEL	90446_1_1.CEL
14922	197346	197214	NA	90450	chip_barcode	90450	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90450_1_1.CEL	90450_1_1.CEL
14922	197346	197215	NA	90451	chip_barcode	90451	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90451_1_1.CEL	90451_1_1.CEL
14922	197346	197216	NA	90452	chip_barcode	90452	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/90452_1_1.CEL	90452_1_1.CEL
14920	196530	195755	42950	42950	epims_id	42950	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42950_1_1.CEL	42950_1_1.CEL
14920	196530	195756	42951	42951	epims_id	42951	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42951_1_1.CEL	42951_1_1.CEL
14920	196530	195757	42952	42952	epims_id	42952	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42952_1_1.CEL	42952_1_1.CEL
14920	196531	195758	42956	42956	epims_id	42956	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42956_1_1.CEL	42956_1_1.CEL
14920	196531	195759	42957	42957	epims_id	42957	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42957_1_1.CEL	42957_1_1.CEL
14920	196531	195760	42958	42958	epims_id	42958	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42958_1_1.CEL	42958_1_1.CEL
14920	196532	195761	42962	42962	epims_id	42962	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42962_1_1.CEL	42962_1_1.CEL
14920	196532	195762	42963	42963	epims_id	42963	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42963_1_1.CEL	42963_1_1.CEL
14920	196532	195763	42964	42964	epims_id	42964	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42964_1_1.CEL	42964_1_1.CEL
14920	196533	195764	42968	42968	epims_id	42968	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42968_1_1.CEL	42968_1_1.CEL
14920	196533	195765	42969	42969	epims_id	42969	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42969_1_1.CEL	42969_1_1.CEL
14920	196533	195766	42970	42970	epims_id	42970	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42970_1_1.CEL	42970_1_1.CEL
14920	196660	195776	42974	42974	epims_id	42974	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42974_1_1.CEL	42974_1_1.CEL
14920	196660	195777	42975	42975	epims_id	42975	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42975_1_1.CEL	42975_1_1.CEL
14920	196660	195778	42976	42976	epims_id	42976	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42976_1_1.CEL	42976_1_1.CEL
14920	196661	195779	42980	42980	epims_id	42980	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42980_1_1.CEL	42980_1_1.CEL
14920	196661	195780	42981	42981	epims_id	42981	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42981_1_1.CEL	42981_1_1.CEL
14920	196661	195781	42982	42982	epims_id	42982	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42982_1_1.CEL	42982_1_1.CEL
14920	196662	195782	42986	42986	epims_id	42986	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42986_1_1.CEL	42986_1_1.CEL
14920	196662	195783	42988	42988	epims_id	42988	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/42988_1_1.CEL	42988_1_1.CEL
14915	193925	193787	87306	87306	epims_id	87306	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87306_1_1.CEL	87306_1_1.CEL
14915	193925	193788	87307	87307	epims_id	87307	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87307_1_1.CEL	87307_1_1.CEL
14915	193925	193789	87308	87308	epims_id	87308	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87308_1_1.CEL	87308_1_1.CEL
14915	193927	193793	87318	87318	epims_id	87318	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87318_1_1.CEL	87318_1_1.CEL
14915	193927	193794	87319	87319	epims_id	87319	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87319_1_1.CEL	87319_1_1.CEL
14915	193927	193795	87320	87320	epims_id	87320	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87320_1_1.CEL	87320_1_1.CEL
14915	193928	193796	87324	87324	epims_id	87324	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87324_1_1.CEL	87324_1_1.CEL
14915	193928	193797	87325	87325	epims_id	87325	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87325_1_1.CEL	87325_1_1.CEL
14915	193928	193798	87326	87326	epims_id	87326	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/87326_1_1.CEL	87326_1_1.CEL
14914	193678	193540	88167	88167	epims_id	88167	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88167_1_1.CEL	88167_1_1.CEL
14914	193678	193541	88168	88168	epims_id	88168	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88168_1_1.CEL	88168_1_1.CEL
14914	193678	193542	88169	88169	epims_id	88169	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88169_1_1.CEL	88169_1_1.CEL
14914	193680	193546	88179	88179	epims_id	88179	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88179_1_1.CEL	88179_1_1.CEL
14914	193680	193547	88180	88180	epims_id	88180	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88180_1_1.CEL	88180_1_1.CEL
14914	193680	193548	88181	88181	epims_id	88181	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88181_1_1.CEL	88181_1_1.CEL
14914	193681	193549	88185	88185	epims_id	88185	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88185_1_1.CEL	88185_1_1.CEL
14914	193681	193550	88186	88186	epims_id	88186	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88186_1_1.CEL	88186_1_1.CEL
14914	193681	193551	88187	88187	epims_id	88187	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/88187_1_1.CEL	88187_1_1.CEL
14911	193168	193087	82315	82315	epims_id	82315	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82315_1_1.CEL	82315_1_1.CEL
14911	193168	193088	82316	82316	epims_id	82316	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82316_1_1.CEL	82316_1_1.CEL
14911	193168	193089	82317	82317	epims_id	82317	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82317_1_1.CEL	82317_1_1.CEL
14911	193169	193090	82321	82321	epims_id	82321	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82321_1_1.CEL	82321_1_1.CEL
14911	193169	193091	82322	82322	epims_id	82322	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82322_1_1.CEL	82322_1_1.CEL
14911	193169	193092	82323	82323	epims_id	82323	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82323_1_1.CEL	82323_1_1.CEL
14911	193171	193094	82318	82318	epims_id	82318	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82318_1_1.CEL	82318_1_1.CEL
14911	193171	193095	82319	82319	epims_id	82319	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82319_1_1.CEL	82319_1_1.CEL
14911	193171	193096	82320	82320	epims_id	82320	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/82320_1_1.CEL	82320_1_1.CEL
14907	192191	191880	45351	45351	epims_id	45351	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45351_1_1.CEL	45351_1_1.CEL
14907	192191	191881	45352	45352	epims_id	45352	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45352_1_1.CEL	45352_1_1.CEL
14907	192191	191882	45353	45353	epims_id	45353	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45353_1_1.CEL	45353_1_1.CEL
14907	192192	191883	45357	45357	epims_id	45357	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45357_1_1.CEL	45357_1_1.CEL
14907	192192	191884	45358	45358	epims_id	45358	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45358_1_1.CEL	45358_1_1.CEL
14907	192192	191885	45359	45359	epims_id	45359	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45359_1_1.CEL	45359_1_1.CEL
14907	192193	191886	45363	45363	epims_id	45363	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45363_1_1.CEL	45363_1_1.CEL
14907	192193	191887	45364	45364	epims_id	45364	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45364_1_1.CEL	45364_1_1.CEL
14907	192193	191888	45365	45365	epims_id	45365	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45365_1_1.CEL	45365_1_1.CEL
14907	192194	191889	45369	45369	epims_id	45369	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45369_1_1.CEL	45369_1_1.CEL
14907	192194	191890	45370	45370	epims_id	45370	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45370_1_1.CEL	45370_1_1.CEL
14907	192194	191891	45371	45371	epims_id	45371	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45371_1_1.CEL	45371_1_1.CEL
14907	192195	191892	45375	45375	epims_id	45375	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45375_1_1.CEL	45375_1_1.CEL
14907	192195	191893	45376	45376	epims_id	45376	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45376_1_1.CEL	45376_1_1.CEL
14907	192195	191894	45377	45377	epims_id	45377	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45377_1_1.CEL	45377_1_1.CEL
14907	192196	191895	45381	45381	epims_id	45381	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45381_1_1.CEL	45381_1_1.CEL
14907	192196	191896	45382	45382	epims_id	45382	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45382_1_1.CEL	45382_1_1.CEL
14907	192196	191897	45383	45383	epims_id	45383	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45383_1_1.CEL	45383_1_1.CEL
14907	192197	191898	45387	45387	epims_id	45387	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45387_1_1.CEL	45387_1_1.CEL
14907	192197	191899	45388	45388	epims_id	45388	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45388_1_1.CEL	45388_1_1.CEL
14907	192197	191900	45389	45389	epims_id	45389	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/45389_1_1.CEL	45389_1_1.CEL
14906	191783	191645	NA	91152	chip_barcode	91152	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91152_1_1.CEL	91152_1_1.CEL
14906	191783	191646	NA	91153	chip_barcode	91153	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91153_1_1.CEL	91153_1_1.CEL
14906	191783	191647	NA	91154	chip_barcode	91154	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91154_1_1.CEL	91154_1_1.CEL
14906	191784	191648	NA	91158	chip_barcode	91158	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91158_1_1.CEL	91158_1_1.CEL
14906	191784	191649	NA	91159	chip_barcode	91159	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91159_1_1.CEL	91159_1_1.CEL
14906	191784	191650	NA	91160	chip_barcode	91160	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91160_1_1.CEL	91160_1_1.CEL
14906	191785	191651	NA	91164	chip_barcode	91164	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91164_1_1.CEL	91164_1_1.CEL
14906	191785	191652	NA	91165	chip_barcode	91165	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91165_1_1.CEL	91165_1_1.CEL
14906	191785	191653	NA	91166	chip_barcode	91166	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91166_1_1.CEL	91166_1_1.CEL
14906	191786	191654	NA	91170	chip_barcode	91170	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91170_1_1.CEL	91170_1_1.CEL
14906	191786	191655	NA	91171	chip_barcode	91171	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91171_1_1.CEL	91171_1_1.CEL
14906	191786	191656	NA	91172	chip_barcode	91172	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91172_1_1.CEL	91172_1_1.CEL
14905	191536	191394	NA	91382	chip_barcode	91382	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91382_1_1.CEL	91382_1_1.CEL
14905	191536	191395	NA	91383	chip_barcode	91383	//uswa-pfsx-cf02b/OmicsRes_AWA//ResolverMigrated/CBSS/Intensity/Rat230_2/91383_1_1.CEL	91383_1_1.CEL
